Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2019 to 2021,England,Integrated Care Board,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,2,<1,1,59.8,58.0,61.6,73,81.91780821917808,81.91780821917808,22.117808219178087
2019 to 2021,England,Integrated Care Board,E54000061,NHS South Yorkshire Integrated Care Board,Male,1,<1,1,58.5,57.0,59.9,75,78.0,78.0,19.5
2019 to 2021,England,Integrated Care Board,E54000061,NHS South Yorkshire Integrated Care Board,Female,2,<1,1,58.5,56.8,60.2,72,81.25,81.25,22.75
2019 to 2021,England,Integrated Care Board,E54000062,NHS Black Country Integrated Care Board,Male,1,<1,1,59.7,58.4,61.1,77,77.53246753246754,77.53246753246754,17.832467532467533
2019 to 2021,England,Integrated Care Board,E54000062,NHS Black Country Integrated Care Board,Female,2,<1,1,60.1,58.5,61.6,74,81.21621621621622,81.21621621621622,21.116216216216223
2019 to 2021,England,Integrated Care Board,E54000063,NHS Surrey Heartlands Integrated Care Board,Male,1,<1,1,67.9,66.1,69.7,84,80.83333333333334,80.83333333333334,12.933333333333337
2019 to 2021,England,Integrated Care Board,E54000063,NHS Surrey Heartlands Integrated Care Board,Female,2,<1,1,69.8,67.7,71.8,82,85.1219512195122,85.1219512195122,15.3219512195122
2019 to 2021,England,Integrated Care Board,E54000064,NHS Sussex Integrated Care Board,Male,1,<1,1,63.6,62.2,65.0,79,80.50632911392405,80.50632911392405,16.906329113924052
2019 to 2021,England,Integrated Care Board,E54000064,NHS Sussex Integrated Care Board,Female,2,<1,1,65.2,63.5,66.9,78,83.58974358974359,83.58974358974359,18.38974358974359
2019 to 2021,England,Country,E92000001,England,Male,1,<1,1,62.7,62.5,62.9,79,79.36708860759494,79.36708860759494,16.667088607594934
2019 to 2021,England,Country,E92000001,England,Female,2,<1,1,63.7,63.5,64.0,77,82.72727272727273,82.72727272727273,19.02727272727273
2020 to 2022,England,Local Areas,E06000001,Hartlepool,Male,1,<1,1,54.5,51.6,57.4,72,75.69444444444444,75.69444444444444,21.194444444444443
2020 to 2022,England,Local Areas,E06000001,Hartlepool,Female,2,<1,1,55.7,52.0,59.4,70,79.57142857142858,79.57142857142858,23.87142857142858
2020 to 2022,England,Local Areas,E06000002,Middlesbrough,Male,1,<1,1,55.0,51.9,58.1,73,75.34246575342466,75.34246575342466,20.342465753424662
2020 to 2022,England,Local Areas,E06000002,Middlesbrough,Female,2,<1,1,56.3,53.2,59.4,71,79.29577464788733,79.29577464788733,22.99577464788733
2020 to 2022,England,Local Areas,E06000003,Redcar and Cleveland,Male,1,<1,1,55.6,52.5,58.8,72,77.22222222222223,77.22222222222223,21.622222222222227
2020 to 2022,England,Local Areas,E06000003,Redcar and Cleveland,Female,2,<1,1,57.2,53.9,60.5,71,80.56338028169014,80.56338028169014,23.36338028169014
2020 to 2022,England,Local Areas,E06000004,Stockton-on-Tees,Male,1,<1,1,56.5,53.7,59.2,73,77.3972602739726,77.3972602739726,20.897260273972606
2020 to 2022,England,Local Areas,E06000004,Stockton-on-Tees,Female,2,<1,1,57.6,54.6,60.6,71,81.12676056338029,81.12676056338029,23.526760563380286
2020 to 2022,England,Local Areas,E06000005,Darlington,Male,1,<1,1,58.5,55.7,61.3,76,76.97368421052632,76.97368421052632,18.473684210526315
2020 to 2022,England,Local Areas,E06000005,Darlington,Female,2,<1,1,60.0,56.8,63.2,74,81.08108108108108,81.08108108108108,21.08108108108108
2020 to 2022,England,Local Areas,E06000006,Halton,Male,1,<1,1,58.6,55.3,61.9,76,77.10526315789474,77.10526315789474,18.50526315789474
2020 to 2022,England,Local Areas,E06000006,Halton,Female,2,<1,1,58.6,55.2,62.0,73,80.27397260273973,80.27397260273973,21.67397260273973
2020 to 2022,England,Local Areas,E06000007,Warrington,Male,1,<1,1,62.7,59.8,65.6,80,78.375,78.375,15.674999999999997
2020 to 2022,England,Local Areas,E06000007,Warrington,Female,2,<1,1,63.4,60.3,66.6,77,82.33766233766234,82.33766233766234,18.93766233766234
2020 to 2022,England,Local Areas,E06000008,Blackburn with Darwen,Male,1,<1,1,56.2,52.8,59.6,75,74.93333333333334,74.93333333333334,18.733333333333334
2020 to 2022,England,Local Areas,E06000008,Blackburn with Darwen,Female,2,<1,1,56.9,53.3,60.5,71,80.14084507042254,80.14084507042254,23.240845070422544
2020 to 2022,England,Local Areas,E06000009,Blackpool,Male,1,<1,1,51.9,48.8,55.1,71,73.09859154929578,73.09859154929578,21.198591549295777
2020 to 2022,England,Local Areas,E06000009,Blackpool,Female,2,<1,1,52.5,48.1,57.0,67,78.35820895522387,78.35820895522387,25.858208955223873
2020 to 2022,England,Local Areas,E06000010,"Kingston upon Hull, City of",Male,1,<1,1,53.8,50.3,57.4,72,74.72222222222221,74.72222222222221,20.922222222222217
2020 to 2022,England,Local Areas,E06000010,"Kingston upon Hull, City of",Female,2,<1,1,53.2,49.4,57.1,67,79.40298507462687,79.40298507462687,26.202985074626866
2020 to 2022,England,Local Areas,E06000011,East Riding of Yorkshire,Male,1,<1,1,62.3,59.8,64.9,78,79.87179487179486,79.87179487179486,17.571794871794864
2020 to 2022,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,<1,1,62.3,59.1,65.5,75,83.06666666666666,83.06666666666666,20.766666666666666
2020 to 2022,England,Local Areas,E06000012,North East Lincolnshire,Male,1,<1,1,56.7,52.9,60.6,73,77.67123287671234,77.67123287671234,20.971232876712335
2020 to 2022,England,Local Areas,E06000012,North East Lincolnshire,Female,2,<1,1,55.6,52.4,58.9,69,80.57971014492755,80.57971014492755,24.979710144927544
2020 to 2022,England,Local Areas,E06000013,North Lincolnshire,Male,1,<1,1,60.5,57.1,63.8,77,78.57142857142857,78.57142857142857,18.07142857142857
2020 to 2022,England,Local Areas,E06000013,North Lincolnshire,Female,2,<1,1,60.7,57.2,64.2,73,83.15068493150686,83.15068493150686,22.450684931506856
2020 to 2022,England,Local Areas,E06000014,York,Male,1,<1,1,63.6,60.5,66.8,80,79.5,79.5,15.899999999999999
2020 to 2022,England,Local Areas,E06000014,York,Female,2,<1,1,64.1,60.8,67.4,77,83.24675324675324,83.24675324675324,19.14675324675325
2020 to 2022,England,Local Areas,E06000015,Derby,Male,1,<1,1,56.5,53.4,59.6,73,77.3972602739726,77.3972602739726,20.897260273972606
2020 to 2022,England,Local Areas,E06000015,Derby,Female,2,<1,1,55.8,52.3,59.3,69,80.86956521739131,80.86956521739131,25.069565217391315
2020 to 2022,England,Local Areas,E06000016,Leicester,Male,1,<1,1,57.6,54.6,60.5,76,75.78947368421052,75.78947368421052,18.18947368421052
2020 to 2022,England,Local Areas,E06000016,Leicester,Female,2,<1,1,57.5,53.9,61.1,72,79.86111111111111,79.86111111111111,22.361111111111114
2020 to 2022,England,Local Areas,E06000017,Rutland,Male,1,<1,1,71.9,68.1,75.8,88,81.70454545454547,81.70454545454547,9.804545454545462
2020 to 2022,England,Local Areas,E06000017,Rutland,Female,2,<1,1,72.3,66.7,77.8,86,84.06976744186046,84.06976744186046,11.769767441860466
2020 to 2022,England,Local Areas,E06000018,Nottingham,Male,1,<1,1,56.5,53.1,59.9,74,76.35135135135135,76.35135135135135,19.851351351351354
2020 to 2022,England,Local Areas,E06000018,Nottingham,Female,2,<1,1,56.0,52.8,59.2,70,80.0,80.0,24.0
2020 to 2022,England,Local Areas,E06000019,"Herefordshire, County of",Male,1,<1,1,64.2,61.6,66.8,80,80.25,80.25,16.049999999999997
2020 to 2022,England,Local Areas,E06000019,"Herefordshire, County of",Female,2,<1,1,64.7,61.7,67.7,78,82.94871794871796,82.94871794871796,18.248717948717953
2020 to 2022,England,Local Areas,E06000020,Telford and Wrekin,Male,1,<1,1,58.4,55.1,61.8,75,77.86666666666666,77.86666666666666,19.46666666666666
2020 to 2022,England,Local Areas,E06000020,Telford and Wrekin,Female,2,<1,1,58.3,54.7,61.9,71,82.11267605633803,82.11267605633803,23.812676056338034
2020 to 2022,England,Local Areas,E06000021,Stoke-on-Trent,Male,1,<1,1,57.2,54.1,60.3,76,75.26315789473685,75.26315789473685,18.063157894736847
2020 to 2022,England,Local Areas,E06000021,Stoke-on-Trent,Female,2,<1,1,57.2,53.8,60.6,72,79.44444444444446,79.44444444444446,22.244444444444454
2020 to 2022,England,Local Areas,E06000022,Bath and North East Somerset,Male,1,<1,1,66.4,63.3,69.4,82,80.97560975609757,80.97560975609757,14.575609756097563
2020 to 2022,England,Local Areas,E06000022,Bath and North East Somerset,Female,2,<1,1,67.1,63.9,70.3,79,84.93670886075948,84.93670886075948,17.836708860759487
2020 to 2022,England,Local Areas,E06000023,"Bristol, City of",Male,1,<1,1,61.6,59.0,64.2,79,77.9746835443038,77.9746835443038,16.3746835443038
2020 to 2022,England,Local Areas,E06000023,"Bristol, City of",Female,2,<1,1,62.1,59.0,65.3,75,82.8,82.8,20.699999999999996
2020 to 2022,England,Local Areas,E06000024,North Somerset,Male,1,<1,1,66.5,64.0,69.0,82,81.09756097560977,81.09756097560977,14.597560975609767
2020 to 2022,England,Local Areas,E06000024,North Somerset,Female,2,<1,1,67.1,64.2,69.9,80,83.87499999999999,83.87499999999999,16.77499999999999
2020 to 2022,England,Local Areas,E06000025,South Gloucestershire,Male,1,<1,1,64.5,61.5,67.5,80,80.625,80.625,16.125
2020 to 2022,England,Local Areas,E06000025,South Gloucestershire,Female,2,<1,1,64.5,61.5,67.4,76,84.86842105263158,84.86842105263158,20.368421052631575
2020 to 2022,England,Local Areas,E06000026,Plymouth,Male,1,<1,1,58.9,55.7,62.1,75,78.53333333333333,78.53333333333333,19.633333333333333
2020 to 2022,England,Local Areas,E06000026,Plymouth,Female,2,<1,1,58.5,55.1,61.8,71,82.3943661971831,82.3943661971831,23.894366197183103
2020 to 2022,England,Local Areas,E06000027,Torbay,Male,1,<1,1,62.1,59.5,64.7,80,77.625,77.625,15.524999999999999
2020 to 2022,England,Local Areas,E06000027,Torbay,Female,2,<1,1,63.2,59.9,66.5,76,83.15789473684211,83.15789473684211,19.957894736842107
2020 to 2022,England,Local Areas,E06000030,Swindon,Male,1,<1,1,63.8,61.0,66.6,81,78.76543209876543,78.76543209876543,14.965432098765433
2020 to 2022,England,Local Areas,E06000030,Swindon,Female,2,<1,1,64.7,61.3,68.1,78,82.94871794871796,82.94871794871796,18.248717948717953
2020 to 2022,England,Local Areas,E06000031,Peterborough,Male,1,<1,1,57.6,54.1,61.0,74,77.83783783783784,77.83783783783784,20.237837837837837
2020 to 2022,England,Local Areas,E06000031,Peterborough,Female,2,<1,1,58.1,54.1,62.1,71,81.83098591549296,81.83098591549296,23.73098591549296
2020 to 2022,England,Local Areas,E06000032,Luton,Male,1,<1,1,60.2,56.9,63.6,78,77.17948717948718,77.17948717948718,16.97948717948718
2020 to 2022,England,Local Areas,E06000032,Luton,Female,2,<1,1,61.3,58.1,64.5,75,81.73333333333333,81.73333333333333,20.433333333333337
2020 to 2022,England,Local Areas,E06000033,Southend-on-Sea,Male,1,<1,1,61.7,59.0,64.4,79,78.10126582278481,78.10126582278481,16.401265822784808
2020 to 2022,England,Local Areas,E06000033,Southend-on-Sea,Female,2,<1,1,63.1,59.8,66.5,77,81.94805194805195,81.94805194805195,18.848051948051953
2020 to 2022,England,Local Areas,E06000034,Thurrock,Male,1,<1,1,61.6,59.0,64.2,80,77.0,77.0,15.399999999999999
2020 to 2022,England,Local Areas,E06000034,Thurrock,Female,2,<1,1,63.3,59.9,66.7,77,82.2077922077922,82.2077922077922,18.9077922077922
2020 to 2022,England,Local Areas,E06000035,Medway,Male,1,<1,1,59.8,56.3,63.2,77,77.66233766233766,77.66233766233766,17.862337662337666
2020 to 2022,England,Local Areas,E06000035,Medway,Female,2,<1,1,60.4,56.3,64.5,74,81.62162162162161,81.62162162162161,21.221621621621615
2020 to 2022,England,Local Areas,E06000036,Bracknell Forest,Male,1,<1,1,66.1,63.3,68.8,81,81.60493827160492,81.60493827160492,15.504938271604928
2020 to 2022,England,Local Areas,E06000036,Bracknell Forest,Female,2,<1,1,66.8,63.5,70.1,79,84.55696202531645,84.55696202531645,17.756962025316454
2020 to 2022,England,Local Areas,E06000037,West Berkshire,Male,1,<1,1,67.2,64.3,70.1,83,80.96385542168676,80.96385542168676,13.763855421686756
2020 to 2022,England,Local Areas,E06000037,West Berkshire,Female,2,<1,1,68.0,64.7,71.3,80,85.0,85.0,17.0
2020 to 2022,England,Local Areas,E06000038,Reading,Male,1,<1,1,63.7,60.3,67.2,82,77.6829268292683,77.6829268292683,13.982926829268294
2020 to 2022,England,Local Areas,E06000038,Reading,Female,2,<1,1,65.1,61.2,69.0,79,82.40506329113923,82.40506329113923,17.305063291139234
2020 to 2022,England,Local Areas,E06000039,Slough,Male,1,<1,1,58.5,54.4,62.5,76,76.97368421052632,76.97368421052632,18.473684210526315
2020 to 2022,England,Local Areas,E06000039,Slough,Female,2,<1,1,58.9,54.6,63.2,72,81.80555555555556,81.80555555555556,22.90555555555556
2020 to 2022,England,Local Areas,E06000040,Windsor and Maidenhead,Male,1,<1,1,68.9,66.6,71.3,85,81.05882352941177,81.05882352941177,12.158823529411762
2020 to 2022,England,Local Areas,E06000040,Windsor and Maidenhead,Female,2,<1,1,70.2,67.2,73.3,83,84.57831325301206,84.57831325301206,14.378313253012053
2020 to 2022,England,Local Areas,E06000041,Wokingham,Male,1,<1,1,70.8,68.3,73.2,86,82.32558139534883,82.32558139534883,11.525581395348837
2020 to 2022,England,Local Areas,E06000041,Wokingham,Female,2,<1,1,71.6,68.8,74.4,84,85.23809523809524,85.23809523809524,13.638095238095246
2020 to 2022,England,Local Areas,E06000042,Milton Keynes,Male,1,<1,1,61.7,58.9,64.5,78,79.1025641025641,79.1025641025641,17.4025641025641
2020 to 2022,England,Local Areas,E06000042,Milton Keynes,Female,2,<1,1,62.0,58.7,65.3,75,82.66666666666667,82.66666666666667,20.66666666666667
2020 to 2022,England,Local Areas,E06000043,Brighton and Hove,Male,1,<1,1,62.8,59.9,65.8,80,78.49999999999999,78.49999999999999,15.699999999999989
2020 to 2022,England,Local Areas,E06000043,Brighton and Hove,Female,2,<1,1,63.6,60.3,67.0,77,82.59740259740259,82.59740259740259,18.99740259740259
2020 to 2022,England,Local Areas,E06000044,Portsmouth,Male,1,<1,1,60.5,57.1,63.9,78,77.56410256410255,77.56410256410255,17.064102564102555
2020 to 2022,England,Local Areas,E06000044,Portsmouth,Female,2,<1,1,61.1,57.1,65.1,74,82.56756756756756,82.56756756756756,21.467567567567563
2020 to 2022,England,Local Areas,E06000045,Southampton,Male,1,<1,1,61.2,58.2,64.2,79,77.46835443037975,77.46835443037975,16.268354430379745
2020 to 2022,England,Local Areas,E06000045,Southampton,Female,2,<1,1,62.2,58.4,66.0,76,81.8421052631579,81.8421052631579,19.6421052631579
2020 to 2022,England,Local Areas,E06000046,Isle of Wight,Male,1,<1,1,62.4,59.5,65.3,79,78.9873417721519,78.9873417721519,16.587341772151895
2020 to 2022,England,Local Areas,E06000046,Isle of Wight,Female,2,<1,1,63.4,60.1,66.6,76,83.42105263157895,83.42105263157895,20.021052631578947
2020 to 2022,England,Local Areas,E06000047,County Durham,Male,1,<1,1,57.5,55.2,59.8,75,76.66666666666667,76.66666666666667,19.16666666666667
2020 to 2022,England,Local Areas,E06000047,County Durham,Female,2,<1,1,58.6,56.1,61.0,73,80.27397260273973,80.27397260273973,21.67397260273973
2020 to 2022,England,Local Areas,E06000049,Cheshire East,Male,1,<1,1,66.1,63.3,68.9,82,80.60975609756098,80.60975609756098,14.509756097560981
2020 to 2022,England,Local Areas,E06000049,Cheshire East,Female,2,<1,1,66.9,63.9,70.0,80,83.625,83.625,16.724999999999994
2020 to 2022,England,Local Areas,E06000050,Cheshire West and Chester,Male,1,<1,1,64.0,60.8,67.3,81,79.01234567901234,79.01234567901234,15.012345679012341
2020 to 2022,England,Local Areas,E06000050,Cheshire West and Chester,Female,2,<1,1,65.1,60.1,70.1,78,83.46153846153845,83.46153846153845,18.36153846153846
2020 to 2022,England,Local Areas,E06000051,Shropshire,Male,1,<1,1,65.9,63.6,68.3,83,79.3975903614458,79.3975903614458,13.497590361445788
2020 to 2022,England,Local Areas,E06000051,Shropshire,Female,2,<1,1,66.9,63.9,69.9,80,83.625,83.625,16.724999999999994
2020 to 2022,England,Local Areas,E06000052,Cornwall,Male,1,<1,1,61.9,59.2,64.7,78,79.35897435897435,79.35897435897435,17.458974358974352
2020 to 2022,England,Local Areas,E06000052,Cornwall,Female,2,<1,1,62.3,59.2,65.4,75,83.06666666666666,83.06666666666666,20.766666666666666
2020 to 2022,England,Local Areas,E06000054,Wiltshire,Male,1,<1,1,64.8,62.3,67.3,80,80.99999999999999,80.99999999999999,16.19999999999999
2020 to 2022,England,Local Areas,E06000054,Wiltshire,Female,2,<1,1,65.3,62.7,68.0,77,84.8051948051948,84.8051948051948,19.505194805194805
2020 to 2022,England,Local Areas,E06000055,Bedford,Male,1,<1,1,61.7,57.8,65.5,78,79.1025641025641,79.1025641025641,17.4025641025641
2020 to 2022,England,Local Areas,E06000055,Bedford,Female,2,<1,1,62.8,58.1,67.5,76,82.63157894736841,82.63157894736841,19.831578947368413
2020 to 2022,England,Local Areas,E06000056,Central Bedfordshire,Male,1,<1,1,64.1,61.0,67.1,80,80.12499999999999,80.12499999999999,16.02499999999999
2020 to 2022,England,Local Areas,E06000056,Central Bedfordshire,Female,2,<1,1,64.9,61.2,68.6,78,83.2051282051282,83.2051282051282,18.3051282051282
2020 to 2022,England,Local Areas,E06000057,Northumberland,Male,1,<1,1,60.8,58.0,63.5,77,78.96103896103895,78.96103896103895,18.161038961038955
2020 to 2022,England,Local Areas,E06000057,Northumberland,Female,2,<1,1,62.4,59.4,65.3,75,83.2,83.2,20.800000000000004
2020 to 2022,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Male,1,<1,1,64.0,62.0,66.0,81,79.01234567901234,79.01234567901234,15.012345679012341
2020 to 2022,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Female,2,<1,1,64.8,62.2,67.4,78,83.07692307692307,83.07692307692307,18.27692307692307
2020 to 2022,England,Local Areas,E06000059,Dorset,Male,1,<1,1,65.4,62.8,67.9,81,80.74074074074075,80.74074074074075,15.340740740740742
2020 to 2022,England,Local Areas,E06000059,Dorset,Female,2,<1,1,66.1,62.7,69.5,78,84.74358974358974,84.74358974358974,18.643589743589743
2020 to 2022,England,Local Areas,E06000060,Buckinghamshire,Male,1,<1,1,67.7,65.6,69.8,84,80.5952380952381,80.5952380952381,12.8952380952381
2020 to 2022,England,Local Areas,E06000060,Buckinghamshire,Female,2,<1,1,68.5,66.0,71.0,81,84.5679012345679,84.5679012345679,16.0679012345679
2020 to 2022,England,Local Areas,E06000061,North Northamptonshire,Male,1,<1,1,60.4,57.3,63.5,77,78.44155844155844,78.44155844155844,18.041558441558443
2020 to 2022,England,Local Areas,E06000061,North Northamptonshire,Female,2,<1,1,59.7,56.2,63.2,73,81.78082191780823,81.78082191780823,22.080821917808223
2020 to 2022,England,Local Areas,E06000062,West Northamptonshire,Male,1,<1,1,62.9,60.1,65.7,79,79.62025316455696,79.62025316455696,16.720253164556958
2020 to 2022,England,Local Areas,E06000062,West Northamptonshire,Female,2,<1,1,62.8,59.5,66.1,76,82.63157894736841,82.63157894736841,19.831578947368413
